year,month,region,sales_rep,brand,channel,units_sold,revenue_usd,target_usd,achieved_pct
2022,10,East,Tom Zhang,FrostDrink,E-Commerce,406,4762.38,4662.57,102.1
2022,10,East,Tom Zhang,ZenWater,Retail,522,10257.3,10511.14,97.6
2022,10,East,Tom Zhang,ZenWater,Wholesale,1509,36532.89,40539.53,90.1
2022,10,East,Tom Zhang,ZenWater,E-Commerce,556,10641.84,11437.75,93.0
2022,10,East,Tom Zhang,BoostFuel,Retail,1456,30197.44,28364.3,106.5
2022,10,East,Tom Zhang,BoostFuel,Wholesale,1406,29933.74,29974.26,99.9
2022,10,East,Tom Zhang,BoostFuel,E-Commerce,1703,31965.31,28798.81,111.0
2022,10,East,Sarah Kim,NovaBev,Retail,1692,8527.68,9643.13,88.4
2022,10,East,Sarah Kim,NovaBev,Wholesale,1373,17615.59,21979.21,80.1
2022,10,East,Sarah Kim,NovaBev,E-Commerce,1362,7695.3,8395.23,91.7
2022,10,East,Sarah Kim,PureLeaf,Retail,1856,45193.6,42407.78,106.6
2022,10,East,Sarah Kim,PureLeaf,Wholesale,1358,9614.64,10080.7,95.4
2022,10,East,Sarah Kim,PureLeaf,E-Commerce,878,17480.98,16522.99,105.8
2022,10,East,Sarah Kim,FrostDrink,Retail,854,7139.44,8596.8,83.0
2022,10,East,Sarah Kim,FrostDrink,Wholesale,381,8164.83,9128.36,89.4
2022,10,East,Sarah Kim,FrostDrink,E-Commerce,1693,38481.89,39584.47,97.2
2022,10,East,Sarah Kim,ZenWater,Retail,743,6828.17,7697.19,88.7
2022,10,East,Sarah Kim,ZenWater,Wholesale,917,9289.21,8297.25,112.0
2022,10,East,Sarah Kim,ZenWater,E-Commerce,202,1203.92,1234.36,97.5
2022,10,East,Sarah Kim,BoostFuel,Retail,1059,25818.42,31080.75,83.1
2022,10,East,Sarah Kim,BoostFuel,Wholesale,1209,27371.76,27111.52,101.0
2022,10,East,Sarah Kim,BoostFuel,E-Commerce,968,6805.04,7089.46,96.0
2022,10,West,James Okafor,NovaBev,Retail,1969,32606.64,37605.15,86.7
2022,10,West,James Okafor,NovaBev,Wholesale,661,5453.25,4796.04,113.7
2022,10,West,James Okafor,NovaBev,E-Commerce,1932,10954.44,9399.25,116.5
2022,10,West,James Okafor,PureLeaf,Retail,734,17638.02,15515.82,113.7
2022,10,West,James Okafor,PureLeaf,Wholesale,548,12472.48,11404.36,109.4
2022,10,West,James Okafor,PureLeaf,E-Commerce,353,5626.82,6804.23,82.7
2022,10,West,James Okafor,FrostDrink,Retail,390,4586.4,5705.99,80.4
2022,10,West,James Okafor,FrostDrink,Wholesale,1188,22678.92,23189.86,97.8
2022,10,West,James Okafor,FrostDrink,E-Commerce,1538,12765.4,15393.81,82.9
2022,10,West,James Okafor,ZenWater,Retail,521,3162.47,3106.93,101.8
2022,10,West,James Okafor,ZenWater,Wholesale,589,7768.91,8325.51,93.3
2022,10,West,James Okafor,ZenWater,E-Commerce,1694,26765.2,29822.83,89.7
2022,10,West,James Okafor,BoostFuel,Retail,809,7887.75,6861.19,115.0
2022,10,West,James Okafor,BoostFuel,Wholesale,1370,21906.3,22922.3,95.6
2022,10,West,James Okafor,BoostFuel,E-Commerce,311,3800.42,3880.39,97.9
2022,10,West,Meera Patel,NovaBev,Retail,803,17248.44,18973.91,90.9
2022,10,West,Meera Patel,NovaBev,Wholesale,1183,10635.17,9149.38,116.2
2022,10,West,Meera Patel,NovaBev,E-Commerce,549,9750.24,12098.32,80.6
2022,10,West,Meera Patel,PureLeaf,Retail,1169,25577.72,24895.85,102.7
2022,10,West,Meera Patel,PureLeaf,Wholesale,1014,14621.88,17662.51,82.8
2022,10,West,Meera Patel,PureLeaf,E-Commerce,742,5060.44,5402.78,93.7
2022,10,West,Meera Patel,FrostDrink,Retail,578,7178.76,7197.27,99.7
2022,10,West,Meera Patel,FrostDrink,Wholesale,582,8101.44,7739.45,104.7
2022,10,West,Meera Patel,FrostDrink,E-Commerce,1152,11831.04,14017.79,84.4
2022,10,West,Meera Patel,ZenWater,Retail,1355,8441.65,9715.44,86.9
2022,10,West,Meera Patel,ZenWater,Wholesale,1566,10852.38,12124.89,89.5
2022,10,West,Meera Patel,ZenWater,E-Commerce,1855,29364.65,36361.72,80.8
2022,10,West,Meera Patel,BoostFuel,Retail,1407,13436.85,11749.09,114.4
2022,10,West,Meera Patel,BoostFuel,Wholesale,992,21199.04,21569.02,98.3
2022,10,West,Meera Patel,BoostFuel,E-Commerce,1296,24287.04,29740.56,81.7
2022,11,North,Alice Sharma,NovaBev,Retail,1372,31048.36,32305.97,96.1
2022,11,North,Alice Sharma,NovaBev,Wholesale,361,4656.9,5549.05,83.9
2022,11,North,Alice Sharma,NovaBev,E-Commerce,271,4075.84,4932.51,82.6
2022,11,North,Alice Sharma,PureLeaf,Retail,1839,30214.77,37560.04,80.4
2022,11,North,Alice Sharma,PureLeaf,Wholesale,501,3712.41,4279.95,86.7
2022,11,North,Alice Sharma,PureLeaf,E-Commerce,554,13284.92,12180.49,109.1
2022,11,North,Alice Sharma,FrostDrink,Retail,633,13400.61,12066.91,111.1
2022,11,North,Alice Sharma,FrostDrink,Wholesale,1067,7010.19,7874.2,89.0
2022,11,North,Alice Sharma,FrostDrink,E-Commerce,613,15294.35,16837.4,90.8
2022,11,North,Alice Sharma,ZenWater,Retail,1908,32245.2,31532.57,102.3
2022,11,North,Alice Sharma,ZenWater,Wholesale,1689,39319.92,34475.89,114.1
2022,11,North,Alice Sharma,ZenWater,E-Commerce,994,16033.22,17168.72,93.4
2022,11,North,Alice Sharma,BoostFuel,Retail,1954,20556.08,21239.83,96.8
2022,11,North,Alice Sharma,BoostFuel,Wholesale,1988,10437.0,11795.53,88.5
2022,11,North,Alice Sharma,BoostFuel,E-Commerce,1403,21676.35,22063.0,98.2
2022,11,North,Raj Mehta,NovaBev,Retail,1048,8373.52,9015.25,92.9
2022,11,North,Raj Mehta,NovaBev,Wholesale,1393,28096.81,34442.76,81.6
2022,11,North,Raj Mehta,NovaBev,E-Commerce,416,6760.0,6019.08,112.3
2022,11,North,Raj Mehta,PureLeaf,Retail,785,17544.75,21089.74,83.2
2022,11,North,Raj Mehta,PureLeaf,Wholesale,1997,26400.34,26485.28,99.7
2022,11,North,Raj Mehta,PureLeaf,E-Commerce,1194,19629.36,20399.2,96.2
2022,11,North,Raj Mehta,FrostDrink,Retail,552,5801.52,5265.12,110.2
2022,11,North,Raj Mehta,FrostDrink,Wholesale,1446,26924.52,27212.29,98.9
2022,11,North,Raj Mehta,FrostDrink,E-Commerce,1010,23017.9,22617.33,101.8
2022,11,North,Raj Mehta,ZenWater,Retail,686,4109.14,4273.86,96.1
2022,11,North,Raj Mehta,ZenWater,Wholesale,750,17205.0,14763.49,116.5
2022,11,North,Raj Mehta,ZenWater,E-Commerce,1874,39110.38,38108.36,102.6
2022,11,North,Raj Mehta,BoostFuel,Retail,1926,28562.58,32232.1,88.6
2022,11,North,Raj Mehta,BoostFuel,Wholesale,401,9804.45,9227.78,106.2
2022,11,North,Raj Mehta,BoostFuel,E-Commerce,815,19951.2,20494.76,97.3
2022,11,South,Carlos Rivera,NovaBev,Retail,1891,21595.22,24651.37,87.6
2022,11,South,Carlos Rivera,NovaBev,Wholesale,1438,25754.58,23827.47,108.1
2022,11,South,Carlos Rivera,NovaBev,E-Commerce,632,14706.64,14895.89,98.7
2022,11,South,Carlos Rivera,PureLeaf,Retail,1192,24066.48,28804.58,83.6
2022,11,South,Carlos Rivera,PureLeaf,Wholesale,1881,11511.72,13429.53,85.7
2022,11,South,Carlos Rivera,PureLeaf,E-Commerce,334,3747.48,3945.04,95.0
2022,11,South,Carlos Rivera,FrostDrink,Retail,477,9830.97,10418.02,94.4
2022,11,South,Carlos Rivera,FrostDrink,Wholesale,1364,7611.12,7056.31,107.9
2022,11,South,Carlos Rivera,FrostDrink,E-Commerce,1905,17164.05,14985.09,114.5
2022,11,South,Carlos Rivera,ZenWater,Retail,267,3772.71,4592.19,82.2
2022,11,South,Carlos Rivera,ZenWater,Wholesale,1643,14754.14,14714.91,100.3
2022,11,South,Carlos Rivera,ZenWater,E-Commerce,1150,17365.0,19173.81,90.6
2022,11,South,Carlos Rivera,BoostFuel,Retail,453,8434.86,7985.92,105.6
2022,11,South,Carlos Rivera,BoostFuel,Wholesale,1201,20272.88,18672.0,108.6
2022,11,South,Carlos Rivera,BoostFuel,E-Commerce,1982,28719.18,30744.84,93.4
2022,11,South,Priya Nair,NovaBev,Retail,905,7484.35,9039.57,82.8
2022,11,South,Priya Nair,NovaBev,Wholesale,1733,37467.46,33202.04,112.8
2022,11,South,Priya Nair,NovaBev,E-Commerce,256,3258.88,2982.41,109.3
2022,11,South,Priya Nair,PureLeaf,Retail,1371,28242.6,26427.38,106.9
2022,11,South,Priya Nair,PureLeaf,Wholesale,653,11721.35,13140.55,89.2
2022,11,South,Priya Nair,PureLeaf,E-Commerce,751,13540.53,14289.49,94.8
2022,11,South,Priya Nair,FrostDrink,Retail,1970,40601.7,46977.35,86.4
2022,11,South,Priya Nair,FrostDrink,Wholesale,218,3156.64,2850.21,110.8
2022,11,South,Priya Nair,FrostDrink,E-Commerce,554,9429.08,8046.64,117.2
2022,11,South,Priya Nair,ZenWater,Retail,716,12293.72,15086.88,81.5
2022,11,South,Priya Nair,ZenWater,Wholesale,1659,40380.06,44704.61,90.3
2022,11,South,Priya Nair,ZenWater,E-Commerce,1067,24444.97,29105.02,84.0
2022,11,South,Priya Nair,BoostFuel,Retail,1140,11445.6,11865.42,96.5
2022,11,South,Priya Nair,BoostFuel,Wholesale,1586,24440.26,26870.66,91.0
2022,11,South,Priya Nair,BoostFuel,E-Commerce,1397,9848.85,10386.65,94.8
2022,11,East,Tom Zhang,NovaBev,Retail,1556,37857.48,44889.56,84.3
2022,11,East,Tom Zhang,NovaBev,Wholesale,1349,24214.55,26481.52,91.4
2022,11,East,Tom Zhang,NovaBev,E-Commerce,811,15157.59,15804.75,95.9
2022,11,East,Tom Zhang,PureLeaf,Retail,888,21995.76,24332.54,90.4
2022,11,East,Tom Zhang,PureLeaf,Wholesale,1964,20700.56,23028.29,89.9
2022,11,East,Tom Zhang,PureLeaf,E-Commerce,1534,16843.32,15326.94,109.9
2022,11,East,Tom Zhang,FrostDrink,Retail,1767,17334.27,15127.79,114.6
2022,11,East,Tom Zhang,FrostDrink,Wholesale,1955,41152.75,44857.05,91.7
2022,11,East,Tom Zhang,FrostDrink,E-Commerce,1552,17677.28,16015.12,110.4
2022,11,East,Tom Zhang,ZenWater,Retail,252,4563.72,5700.03,80.1
2022,11,East,Tom Zhang,ZenWater,Wholesale,731,16915.34,17115.61,98.8
2022,11,East,Tom Zhang,ZenWater,E-Commerce,1708,9752.68,11052.01,88.2
2022,11,East,Tom Zhang,BoostFuel,Retail,1371,29229.72,28857.53,101.3
2022,11,East,Tom Zhang,BoostFuel,Wholesale,1660,15687.0,16688.68,94.0
2022,11,East,Tom Zhang,BoostFuel,E-Commerce,1807,26219.57,32152.2,81.5
2022,11,East,Sarah Kim,NovaBev,Retail,934,14150.1,16812.69,84.2
2022,11,East,Sarah Kim,NovaBev,Wholesale,1921,34866.15,37421.81,93.2
2022,11,East,Sarah Kim,NovaBev,E-Commerce,801,5566.95,5016.81,111.0
2022,11,East,Sarah Kim,PureLeaf,Retail,729,14215.5,15261.94,93.1
2022,11,East,Sarah Kim,PureLeaf,Wholesale,574,13741.56,16625.04,82.7
2022,11,East,Sarah Kim,PureLeaf,E-Commerce,1540,10456.6,10374.13,100.8
2022,11,East,Sarah Kim,FrostDrink,Retail,1724,38669.32,39372.68,98.2
2022,11,East,Sarah Kim,FrostDrink,Wholesale,878,10913.54,11832.77,92.2
2022,11,East,Sarah Kim,FrostDrink,E-Commerce,1149,25300.98,26267.85,96.3
2022,11,East,Sarah Kim,ZenWater,Retail,1974,34920.06,37787.88,92.4
2022,11,East,Sarah Kim,ZenWater,Wholesale,1471,9443.82,11387.08,82.9
2022,11,East,Sarah Kim,ZenWater,E-Commerce,1224,9057.6,10165.16,89.1
2022,11,East,Sarah Kim,BoostFuel,Retail,1285,14096.45,12286.82,114.7
2022,11,East,Sarah Kim,BoostFuel,Wholesale,1949,15630.98,19490.88,80.2
2022,11,East,Sarah Kim,BoostFuel,E-Commerce,901,11875.18,12798.61,92.8
2022,11,West,James Okafor,NovaBev,Retail,1137,8936.82,10679.12,83.7
2022,11,West,James Okafor,NovaBev,Wholesale,569,11710.02,12237.35,95.7
2022,11,West,James Okafor,NovaBev,E-Commerce,1492,36897.16,35988.22,102.5
2022,11,West,James Okafor,PureLeaf,Retail,318,1618.62,1552.92,104.2
2022,11,West,James Okafor,PureLeaf,Wholesale,1758,35986.26,38883.57,92.5
2022,11,West,James Okafor,PureLeaf,E-Commerce,524,7749.96,8954.52,86.5
2022,11,West,James Okafor,FrostDrink,Retail,380,2884.2,2951.93,97.7
2022,11,West,James Okafor,FrostDrink,Wholesale,1079,14102.53,17432.58,80.9
2022,11,West,James Okafor,FrostDrink,E-Commerce,985,5013.65,5332.08,94.0
2022,11,West,James Okafor,ZenWater,Retail,1696,21132.16,18081.33,116.9
2022,11,West,James Okafor,ZenWater,Wholesale,859,17300.26,18380.03,94.1
2022,11,West,James Okafor,ZenWater,E-Commerce,236,4373.08,4813.34,90.9
2022,11,West,James Okafor,BoostFuel,Retail,709,6756.77,8113.49,83.3
2022,11,West,James Okafor,BoostFuel,Wholesale,839,6359.62,6381.37,99.7
2022,11,West,James Okafor,BoostFuel,E-Commerce,1405,15623.6,13688.07,114.1
2022,11,West,Meera Patel,NovaBev,Retail,293,3211.28,3103.16,103.5
2022,11,West,Meera Patel,NovaBev,Wholesale,1690,26042.9,27596.28,94.4
2022,11,West,Meera Patel,NovaBev,E-Commerce,1088,24762.88,30908.75,80.1
2022,11,West,Meera Patel,PureLeaf,Retail,901,22452.92,23487.36,95.6
2022,11,West,Meera Patel,PureLeaf,Wholesale,1736,15224.72,18714.74,81.4
2022,11,West,Meera Patel,PureLeaf,E-Commerce,1862,24336.34,22909.44,106.2
2022,11,West,Meera Patel,FrostDrink,Retail,1689,41718.3,38984.75,107.0
2022,11,West,Meera Patel,FrostDrink,Wholesale,244,4096.76,3759.16,109.0
2022,11,West,Meera Patel,FrostDrink,E-Commerce,950,18259.0,21305.53,85.7
2022,11,West,Meera Patel,ZenWater,Retail,968,21809.04,20769.09,105.0
2022,11,West,Meera Patel,ZenWater,Wholesale,1295,22610.7,24590.71,91.9
2022,11,West,Meera Patel,ZenWater,E-Commerce,298,5435.52,6041.18,90.0
2022,11,West,Meera Patel,BoostFuel,Retail,240,1430.4,1282.09,111.6
2022,11,West,Meera Patel,BoostFuel,Wholesale,1109,13984.49,14948.2,93.6
2022,11,West,Meera Patel,BoostFuel,E-Commerce,1171,22295.84,20784.14,107.3
2022,12,North,Alice Sharma,NovaBev,Retail,1604,28246.44,27411.66,103.0
2022,12,North,Alice Sharma,NovaBev,Wholesale,1555,10916.1,11550.58,94.5
2022,12,North,Alice Sharma,NovaBev,E-Commerce,1475,25237.25,22836.31,110.5
2022,12,North,Alice Sharma,PureLeaf,Retail,1901,43665.97,46051.61,94.8
2022,12,North,Alice Sharma,PureLeaf,Wholesale,1465,10767.75,9643.65,111.7
2022,12,North,Alice Sharma,PureLeaf,E-Commerce,417,6234.15,6817.67,91.4
2022,12,North,Alice Sharma,FrostDrink,Retail,1793,18396.18,19486.31,94.4
2022,12,North,Alice Sharma,FrostDrink,Wholesale,613,7454.08,7557.71,98.6
2022,12,North,Alice Sharma,FrostDrink,E-Commerce,528,3057.12,3205.52,95.4
2022,12,North,Alice Sharma,ZenWater,Retail,625,11725.0,12220.56,95.9
2022,12,North,Alice Sharma,ZenWater,Wholesale,680,3434.0,3841.46,89.4
2022,12,North,Alice Sharma,ZenWater,E-Commerce,426,9244.2,10331.4,89.5
2022,12,North,Alice Sharma,BoostFuel,Retail,505,12114.95,14075.28,86.1
2022,12,North,Alice Sharma,BoostFuel,Wholesale,353,6872.91,6120.44,112.3
2022,12,North,Alice Sharma,BoostFuel,E-Commerce,724,12952.36,13375.91,96.8
2022,12,North,Raj Mehta,NovaBev,Retail,806,8285.68,7208.81,114.9
2022,12,North,Raj Mehta,NovaBev,Wholesale,1865,15833.85,13708.6,115.5
2022,12,North,Raj Mehta,NovaBev,E-Commerce,795,9699.0,10869.73,89.2
2022,12,North,Raj Mehta,PureLeaf,Retail,1072,21193.44,18819.76,112.6
2022,12,North,Raj Mehta,PureLeaf,Wholesale,1752,39963.12,34123.27,117.1
2022,12,North,Raj Mehta,PureLeaf,E-Commerce,483,8824.41,8102.62,108.9
2022,12,North,Raj Mehta,FrostDrink,Retail,932,21333.48,26283.61,81.2
2022,12,North,Raj Mehta,FrostDrink,Wholesale,749,16904.93,14997.72,112.7
2022,12,North,Raj Mehta,FrostDrink,E-Commerce,1869,22147.65,19833.95,111.7
2022,12,North,Raj Mehta,ZenWater,Retail,1019,24710.75,23691.02,104.3
2022,12,North,Raj Mehta,ZenWater,Wholesale,989,18593.2,19361.06,96.0
2022,12,North,Raj Mehta,ZenWater,E-Commerce,1063,19112.74,22338.28,85.6
2022,12,North,Raj Mehta,BoostFuel,Retail,431,3297.15,3760.61,87.7
2022,12,North,Raj Mehta,BoostFuel,Wholesale,1929,15798.51,16057.78,98.4
2022,12,North,Raj Mehta,BoostFuel,E-Commerce,1409,20641.85,22243.19,92.8
2022,12,South,Carlos Rivera,NovaBev,Retail,1097,9467.11,9485.1,99.8
2022,12,South,Carlos Rivera,NovaBev,Wholesale,934,16092.82,19231.41,83.7
2022,12,South,Carlos Rivera,NovaBev,E-Commerce,1917,37477.35,45224.11,82.9
2022,12,South,Carlos Rivera,PureLeaf,Retail,1189,27834.49,24916.74,111.7
2022,12,South,Carlos Rivera,PureLeaf,Wholesale,1042,14390.02,12596.08,114.2
2022,12,South,Carlos Rivera,PureLeaf,E-Commerce,1541,17382.48,19673.96,88.4
2022,12,South,Carlos Rivera,FrostDrink,Retail,1588,24614.0,28243.32,87.1
2022,12,South,Carlos Rivera,FrostDrink,Wholesale,1682,27416.6,34028.34,80.6
2022,12,South,Carlos Rivera,FrostDrink,E-Commerce,1571,35284.66,37318.46,94.6
2022,12,South,Carlos Rivera,ZenWater,Retail,1609,30587.09,27164.3,112.6
2022,12,South,Carlos Rivera,ZenWater,Wholesale,1555,30369.15,31668.1,95.9
2022,12,South,Carlos Rivera,ZenWater,E-Commerce,1559,28888.27,29002.4,99.6
2022,12,South,Carlos Rivera,BoostFuel,Retail,1918,41294.54,49835.27,82.9
2022,12,South,Carlos Rivera,BoostFuel,Wholesale,1455,8860.95,9812.26,90.3
2022,12,South,Carlos Rivera,BoostFuel,E-Commerce,521,7872.31,8169.22,96.4
2022,12,South,Priya Nair,NovaBev,Retail,1215,27203.85,23937.92,113.6
2022,12,South,Priya Nair,NovaBev,Wholesale,1206,13760.46,13517.7,101.8
2022,12,South,Priya Nair,NovaBev,E-Commerce,769,4621.69,4340.15,106.5
2022,12,South,Priya Nair,PureLeaf,Retail,1517,19068.69,22440.82,85.0
2022,12,South,Priya Nair,PureLeaf,Wholesale,361,5118.98,5991.79,85.4
2022,12,South,Priya Nair,PureLeaf,E-Commerce,1117,7550.92,7923.8,95.3
2022,12,South,Priya Nair,FrostDrink,Retail,847,6242.39,6547.95,95.3
2022,12,South,Priya Nair,FrostDrink,Wholesale,1538,8243.68,8337.46,98.9
2022,12,South,Priya Nair,FrostDrink,E-Commerce,273,4406.22,3745.59,117.6
2022,12,South,Priya Nair,ZenWater,Retail,386,8044.24,9936.8,81.0
2022,12,South,Priya Nair,ZenWater,Wholesale,1505,16690.45,17580.64,94.9
2022,12,South,Priya Nair,ZenWater,E-Commerce,623,11270.07,11636.16,96.9
2022,12,South,Priya Nair,BoostFuel,Retail,898,11018.46,9604.9,114.7
2022,12,South,Priya Nair,BoostFuel,Wholesale,656,14359.84,14112.69,101.8
2022,12,South,Priya Nair,BoostFuel,E-Commerce,1771,30815.4,32025.01,96.2
2022,12,East,Tom Zhang,NovaBev,Retail,1545,18957.15,19545.07,97.0
2022,12,East,Tom Zhang,NovaBev,Wholesale,399,8055.81,7561.98,106.5
2022,12,East,Tom Zhang,NovaBev,E-Commerce,899,10877.9,12003.38,90.6
2022,12,East,Tom Zhang,PureLeaf,Retail,1838,19923.92,21095.33,94.4
2022,12,East,Tom Zhang,PureLeaf,Wholesale,1637,11671.81,14108.31,82.7
2022,12,East,Tom Zhang,PureLeaf,E-Commerce,1208,9434.48,10724.57,88.0
2022,12,East,Tom Zhang,FrostDrink,Retail,1677,22102.86,21035.64,105.1
2022,12,East,Tom Zhang,FrostDrink,Wholesale,601,5258.75,6426.65,81.8
2022,12,East,Tom Zhang,FrostDrink,E-Commerce,1004,9347.24,11028.08,84.8
2022,12,East,Tom Zhang,ZenWater,Retail,590,11410.6,10190.88,112.0
2022,12,East,Tom Zhang,ZenWater,Wholesale,1048,6214.64,6856.59,90.6
2022,12,East,Tom Zhang,ZenWater,E-Commerce,1576,26445.28,30646.33,86.3
2022,12,East,Tom Zhang,BoostFuel,Retail,1122,15876.3,17237.32,92.1
2022,12,East,Tom Zhang,BoostFuel,Wholesale,1232,9474.08,9943.34,95.3
2022,12,East,Tom Zhang,BoostFuel,E-Commerce,1286,25359.92,27167.84,93.3
2022,12,East,Sarah Kim,NovaBev,Retail,1086,23653.08,24674.25,95.9
2022,12,East,Sarah Kim,NovaBev,Wholesale,1241,25589.42,31067.41,82.4
2022,12,East,Sarah Kim,NovaBev,E-Commerce,1616,26777.12,30584.77,87.6
2022,12,East,Sarah Kim,PureLeaf,Retail,462,3266.34,3635.46,89.8
2022,12,East,Sarah Kim,PureLeaf,Wholesale,1441,32638.65,34324.24,95.1
2022,12,East,Sarah Kim,PureLeaf,E-Commerce,987,13196.19,14431.32,91.4
2022,12,East,Sarah Kim,FrostDrink,Retail,1618,32764.5,31435.52,104.2
2022,12,East,Sarah Kim,FrostDrink,Wholesale,902,22017.82,22703.42,97.0
2022,12,East,Sarah Kim,FrostDrink,E-Commerce,473,3670.48,4004.53,91.7
2022,12,East,Sarah Kim,ZenWater,Retail,1732,26413.0,31358.3,84.2
2022,12,East,Sarah Kim,ZenWater,Wholesale,1321,29339.41,33292.89,88.1
2022,12,East,Sarah Kim,ZenWater,E-Commerce,1333,23527.45,21888.9,107.5
2022,12,East,Sarah Kim,BoostFuel,Retail,1478,28510.62,32064.31,88.9
2022,12,East,Sarah Kim,BoostFuel,Wholesale,1577,12064.05,13682.55,88.2
2022,12,East,Sarah Kim,BoostFuel,E-Commerce,564,8505.12,9591.43,88.7
2022,12,West,James Okafor,NovaBev,Retail,860,16520.6,19069.89,86.6
2022,12,West,James Okafor,NovaBev,Wholesale,1351,19738.11,21282.72,92.7
2022,12,West,James Okafor,NovaBev,E-Commerce,1566,30067.2,33666.17,89.3
2022,12,West,James Okafor,PureLeaf,Retail,1923,30152.64,36213.05,83.3
2022,12,West,James Okafor,PureLeaf,Wholesale,1065,22546.05,23878.34,94.4
2022,12,West,James Okafor,PureLeaf,E-Commerce,251,3167.62,2759.71,114.8
2022,12,West,James Okafor,FrostDrink,Retail,315,2835.0,3260.46,87.0
2022,12,West,James Okafor,FrostDrink,Wholesale,529,13050.43,14660.28,89.0
2022,12,West,James Okafor,FrostDrink,E-Commerce,499,10873.21,12245.82,88.8
2022,12,West,James Okafor,ZenWater,Retail,804,7300.32,7785.56,93.8
2022,12,West,James Okafor,ZenWater,Wholesale,934,19875.52,17708.93,112.2
2022,12,West,James Okafor,ZenWater,E-Commerce,1977,36594.27,39329.84,93.0
2022,12,West,James Okafor,BoostFuel,Retail,659,13081.15,14055.8,93.1
2022,12,West,James Okafor,BoostFuel,Wholesale,686,10440.92,12202.65,85.6
2022,12,West,James Okafor,BoostFuel,E-Commerce,1625,17468.75,19491.59,89.6
2022,12,West,Meera Patel,NovaBev,Retail,981,12507.75,15418.06,81.1
2022,12,West,Meera Patel,NovaBev,Wholesale,1603,18033.75,19311.44,93.4
2022,12,West,Meera Patel,NovaBev,E-Commerce,226,4490.62,4181.82,107.4
2022,12,West,Meera Patel,PureLeaf,Retail,1979,40806.98,48888.69,83.5
2022,12,West,Meera Patel,PureLeaf,Wholesale,1899,18059.49,19928.93,90.6
2022,12,West,Meera Patel,PureLeaf,E-Commerce,1653,29671.35,34182.67,86.8
2022,12,West,Meera Patel,FrostDrink,Retail,1319,26076.63,24214.44,107.7
2022,12,West,Meera Patel,FrostDrink,Wholesale,1684,40904.36,39581.97,103.3
2022,12,West,Meera Patel,FrostDrink,E-Commerce,563,13889.21,12219.55,113.7
2022,12,West,Meera Patel,ZenWater,Retail,555,10933.5,9815.46,111.4
2022,12,West,Meera Patel,ZenWater,Wholesale,283,3840.31,4119.27,93.2
2022,12,West,Meera Patel,ZenWater,E-Commerce,466,3830.52,4552.21,84.1
2022,12,West,Meera Patel,BoostFuel,Retail,211,2449.71,2777.67,88.2
2022,12,West,Meera Patel,BoostFuel,Wholesale,517,2998.6,3662.64,81.9
2022,12,West,Meera Patel,BoostFuel,E-Commerce,1422,8560.44,10469.01,81.8
2023,1,North,Alice Sharma,NovaBev,Retail,1460,31915.6,30972.87,103.0
2023,1,North,Alice Sharma,NovaBev,Wholesale,1817,29889.65,29687.42,100.7
2023,1,North,Alice Sharma,NovaBev,E-Commerce,1805,34565.75,36645.16,94.3
2023,1,North,Alice Sharma,PureLeaf,Retail,576,8876.16,10336.32,85.9
2023,1,North,Alice Sharma,PureLeaf,Wholesale,526,7006.32,7460.43,93.9
2023,1,North,Alice Sharma,PureLeaf,E-Commerce,388,4652.12,5598.17,83.1
2023,1,North,Alice Sharma,FrostDrink,Retail,1558,18135.12,18032.1,100.6
2023,1,North,Alice Sharma,FrostDrink,Wholesale,647,15534.47,17046.16,91.1
2023,1,North,Alice Sharma,FrostDrink,E-Commerce,1172,29217.96,34461.86,84.8
2023,1,North,Alice Sharma,ZenWater,Retail,1529,7920.22,8851.44,89.5
2023,1,North,Alice Sharma,ZenWater,Wholesale,1112,10908.72,12074.92,90.3
2023,1,North,Alice Sharma,ZenWater,E-Commerce,1472,14543.36,12593.84,115.5
2023,1,North,Alice Sharma,BoostFuel,Retail,857,10823.91,12647.55,85.6
2023,1,North,Alice Sharma,BoostFuel,Wholesale,432,5495.04,5858.23,93.8
2023,1,North,Alice Sharma,BoostFuel,E-Commerce,779,4276.71,4519.4,94.6
2023,1,North,Raj Mehta,NovaBev,Retail,1777,22212.5,26013.65,85.4
2023,1,North,Raj Mehta,NovaBev,Wholesale,1112,16390.88,15875.77,103.2
2023,1,North,Raj Mehta,NovaBev,E-Commerce,1534,13575.9,14330.15,94.7
2023,1,North,Raj Mehta,PureLeaf,Retail,396,3306.6,4075.42,81.1
2023,1,North,Raj Mehta,PureLeaf,Wholesale,1301,20373.66,22426.78,90.8
2023,1,North,Raj Mehta,PureLeaf,E-Commerce,631,11616.71,13468.8,86.2
2023,1,North,Raj Mehta,FrostDrink,Retail,1971,36877.41,43672.66,84.4
2023,1,North,Raj Mehta,FrostDrink,Wholesale,621,9786.96,11070.0,88.4
2023,1,North,Raj Mehta,FrostDrink,E-Commerce,1718,35219.0,39044.64,90.2
2023,1,North,Raj Mehta,ZenWater,Retail,347,6919.18,6306.85,109.7
2023,1,North,Raj Mehta,ZenWater,Wholesale,1140,22047.6,19074.58,115.6
2023,1,North,Raj Mehta,ZenWater,E-Commerce,350,2131.5,2488.92,85.6
2023,1,North,Raj Mehta,BoostFuel,Retail,1342,8602.22,10138.99,84.8
2023,1,North,Raj Mehta,BoostFuel,Wholesale,729,9586.35,9878.26,97.0
